Sserial,Rsex,RAgeCat,Married,ChildHh,HEdQual3,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
290703,2,7,3,2,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,.567813234070137
290704,2,3,2,2,1,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,8,2.8,4.16666666666667,.412441525592089
290705,2,3,1,1,1,-1,1,3,2,1,5,2,2,5,2,2,-1,-1,-1,-1,8,3,2.83333333333333,.922153255454268
290706,1,3,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,4,1,2,2.16666666666667,.910062872797122
290707,2,7,3,1,1,-1,1,3,4,2,2,2,1,4,2,1,-1,-1,-1,-1,2,3,2.5,.98642557490276
290708,2,4,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.02189964747099
290709,2,2,4,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2,3.83333333333333,.566575062818371
290710,1,6,3,2,1,4,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,4,3,3.4,2,.41603931395706
290711,2,4,2,1,1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,1.4,4,1.13796012478384
290712,1,4,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,2,2,1.6,2.66666666666667,1.0549275551308
290713,2,7,3,1,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,1.45709639521134
290714,1,4,2,2,3,2,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,1,2,2,4.16666666666667,.611616438957018
290715,1,5,1,1,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,1.23007777551308
290716,2,7,1,2,3,-1,2,3,4,2,2,4,4,4,4,2,-1,-1,-1,-1,1,2.8,4.83333333333333,1.07712526555398
290717,2,5,1,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,1,2.8,3.66666666666667,1.98188044102
290718,1,2,4,2,2,1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,1,2.2,4.16666666666667,1.75336067941103
290719,2,3,1,1,3,-1,1,3,2,3,3,4,2,2,4,4,-1,-1,-1,-1,1,3,3.5,1.18396834464281
290720,1,7,1,2,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,1,1,3.2,4,.723396030957072
290721,1,4,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,3,3,1.4652867492817
290722,1,6,2,2,3,-1,5,1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,1.2,4.83333333333333,.322671266181105
290723,1,1,4,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,2.97512274776637
290724,2,4,1,1,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,4,4.66666666666667,.633924877940719
290725,1,7,1,2,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,5,5,1,2,1,3.33333333333333,.932746674636949
290726,2,3,1,1,2,-1,1,3,2,3,1,4,2,1,4,3,-1,-1,-1,-1,2,1.8,3.83333333333333,.940731279411402
290727,2,7,2,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,4,5,2,3.2,2.33333333333333,.491503149309823
290728,1,1,4,2,4,1,8,1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,2.8,2.16666666666667,1.05218998298343
290729,2,2,4,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,1,2.2,4,1.601783571383
290730,2,7,3,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.455014606585902
290731,2,7,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,2,2.8,2.5,.519165944829373
290732,2,1,4,2,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.45840563856852
290733,1,7,4,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,1.4,2.33333333333333,.458682693271795
290734,1,2,1,1,3,2,4,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,2,-1,-1,2.26574343595444
290735,1,7,3,2,4,2,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,1.8,3.83333333333333,.440420760278849
290736,1,1,4,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,-1,-1,1.80421348658381
290737,2,5,1,2,3,4,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.03619647660154
290738,2,1,4,2,2,-1,5,3,3,2,3,5,3,4,4,1,-1,-1,-1,-1,5,4,4,2.5399704926342
290739,1,7,2,2,4,-1,3,3,1,5,1,5,5,3,3,4,-1,-1,-1,-1,5,2.8,4.66666666666667,.530156122009331
290740,2,3,1,2,1,-1,1,3,3,2,4,2,2,4,2,1,-1,-1,-1,-1,2,2.6,2.83333333333333,.891572518622711
290741,1,7,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,8,4,3,3.16666666666667,.765403552867102
290742,1,6,1,1,2,1,5,2,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,1.30444032209037
290743,1,4,4,2,4,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.38806027154981
290744,1,7,3,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,2,2,3,5,.435875627562701
290745,2,7,2,2,1,-1,1,3,3,2,2,4,2,3,3,2,-1,-1,-1,-1,1,3,3.66666666666667,1.72894654069454
290746,2,7,1,2,4,2,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,2,3.2,4,1.17284898414224
290747,1,3,1,1,4,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,4,5,3.4,3.5,1.09662680129999
290748,1,3,4,2,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,1,2,2,4.16666666666667,.562800116494402
290749,2,7,3,2,2,-1,3,3,3,4,2,3,2,3,4,3,-1,-1,-1,-1,1,3.8,3,.385286603522588
290750,2,6,2,2,2,-1,1,3,5,1,5,1,1,2,2,1,-1,-1,-1,-1,1,4,2.83333333333333,.362201246221645
290751,1,4,2,2,2,-1,1,3,4,1,4,4,4,4,3,2,-1,-1,-1,-1,1,4,4.33333333333333,.490627186577853
290752,1,5,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,-1,-1,1.28767481092275
290753,2,7,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,4,8,2,3.16666666666667,1.04948661211052
290754,2,2,1,1,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,3,2,2.4,3.16666666666667,1.1922188991465
290755,1,7,3,2,4,-1,1,3,3,3,2,4,2,3,3,1,-1,-1,-1,-1,1,2,4.16666666666667,.369558621288457
290756,2,4,1,2,3,2,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,3,5,4,3.16666666666667,.626744390008334
290757,2,2,1,1,1,-1,1,3,4,2,3,4,2,4,2,3,-1,-1,-1,-1,8,2.8,2.83333333333333,1.05847829739878
290758,2,7,2,2,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,.576317280372765
290759,1,5,4,2,1,-1,1,2,5,2,3,2,2,2,2,1,-1,-1,-1,-1,2,2.4,3.5,.446104129979871
290760,1,4,1,1,3,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,1,2.6,4.66666666666667,1.51096835470742
290761,1,6,1,2,2,-1,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,8,-1,-1,.787395049723675
290762,1,7,2,2,2,-1,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.6,3.83333333333333,.500672611584676
290763,2,1,4,2,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,4,4,4,2.2,3.16666666666667,1.37706757957026
290764,1,6,1,2,3,-1,2,1,3,3,3,5,4,2,5,1,-1,-1,-1,-1,2,1.8,2.66666666666667,.78886477598409
290765,2,4,1,1,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,2,2.4,4.16666666666667,1.37205717024024
290766,1,3,1,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,4,2,2.4,3.16666666666667,1.28452968648446
290767,1,4,1,1,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.37369821238675
290768,1,7,3,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,1.2,4.33333333333333,.456416858838784
290769,1,7,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,3.2,2.83333333333333,.849971233569961
290770,2,7,3,2,4,5,2,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,2,3.4,3.5,.556072021664129
290771,2,7,3,2,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,3,2,2.4,3.83333333333333,.702912872206967
290772,1,3,4,2,2,-1,8,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.709637987966954
290773,2,5,2,1,3,-1,5,2,1,8,8,5,8,8,8,4,-1,-1,-1,-1,8,4,4,1.32606171782535
290774,1,4,1,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,8,3.2,3.16666666666667,.996175027342135
290775,1,3,1,1,4,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,3,4,2.8,3.5,1.1384533350178
290776,1,2,4,2,3,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.25,2.66666666666667,.625909012272868
290777,2,7,3,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,2,2.4,3.33333333333333,.512254076182711
290778,1,2,4,2,2,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,.965196874796485
290779,1,5,1,1,1,-1,5,3,4,2,3,2,1,4,1,2,-1,-1,-1,-1,2,2,2,1.32267517262617
290780,1,1,4,2,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,4,2,4,5,2,2,3,3.33333333333333,3.58592965338989
290781,2,7,3,2,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,2.4,3.66666666666667,.61868751376251
290782,1,7,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,2,2,2.66666666666667,.695097726235837
290783,1,7,3,2,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.4,3.5,.463175943737884
290784,2,2,4,1,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,5,1,5,1.8,3.33333333333333,.564595451268233
290785,2,3,4,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,1,3.4,3.16666666666667,.468100617746405
290786,2,7,3,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2.2,3.5,1.1107669390713
290787,1,2,1,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,3,-1,-1,3.31079788788436
290788,1,4,4,2,1,-1,1,3,4,1,4,2,2,5,2,3,-1,-1,-1,-1,2,1.8,2.5,.964035579033807
290789,1,3,1,2,1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,1.26564044640543
290790,2,3,4,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,.571598935998518
290792,1,7,1,2,4,-1,8,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,1.34889021736482
290793,1,5,1,2,1,-1,1,3,4,1,5,2,1,1,1,4,-1,-1,-1,-1,3,1.6,3.66666666666667,1.04472977195789
290794,2,3,4,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.455084131122334
290795,2,2,4,2,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,2,2.6,4,1.7530052028163
290796,2,3,1,2,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,5,2,2,1.8,3.66666666666667,.759181164890306
290797,2,7,1,2,2,-1,1,2,3,3,2,3,3,3,3,3,-1,-1,-1,-1,5,2.2,3.5,.927944258577857
290798,1,7,1,2,1,-1,1,3,2,2,2,2,2,3,2,1,-1,-1,-1,-1,1,2.4,4,.910465163353503
290799,2,1,4,2,2,2,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,2,2.2,4,2.85998361564583
290800,2,2,1,2,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,9,2,2.4,2.33333333333333,.827989718533309
290801,1,7,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,5,1,9,9,1,1,1,4.5,.764868480892227
290802,1,7,2,2,4,5,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,-1,-1,.475188212850759
290803,2,1,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,3,6,3,3,2.44133881455385
290804,2,7,1,2,4,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,8,1,2,3.5,1.45709639521134
290805,2,3,1,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,4,3.66666666666667,.898253915559009
290806,1,2,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.8,3.66666666666667,1.04626395446632
290807,2,3,1,1,1,-1,2,3,3,2,4,2,2,4,3,2,-1,-1,-1,-1,1,3.8,3.16666666666667,.87735554405154
290808,1,7,4,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,2.6,3,.479452229661669
290809,2,4,4,1,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,1.8,4.5,.879528563034968
290810,2,2,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,8,4,2,2,2.16666666666667,.559596842151687
290811,2,2,4,1,2,1,5,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,6,-1,-1,.668306676322785
290812,2,5,1,2,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3,4,.734013205323598
290813,1,1,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.2,3.33333333333333,2.22796758666364
290814,2,2,4,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,5,2.4,3.66666666666667,.650013327679543
290815,1,6,1,2,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,.973437137966453
290816,1,5,3,2,1,-1,1,3,3,2,2,2,2,2,2,1,-1,-1,-1,-1,2,2.8,3.16666666666667,.531180883498739
290817,1,1,4,2,3,2,5,2,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,2,2.4,4,1.73534264328935
290818,1,3,1,1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,3.66666666666667,1.01604349169334
290819,1,5,1,2,4,1,4,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,2.8,3,1.10845007355117
290820,1,4,2,1,3,-1,5,3,5,2,2,4,4,4,3,4,-1,-1,-1,-1,8,2.8,3.5,1.06657440451825
290821,2,4,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,4,1,3.6,4.16666666666667,.724519411279737
290822,1,7,1,2,4,-1,4,2,-1,-1,-1,-1,-1,-1,-1,5,1,9,9,1,4,2,4,.876163683801505
290823,1,5,1,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,2,1,1.8,3.83333333333333,1.28767481092275
290824,2,6,2,2,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,2,2,2,.574015851853212
290825,2,4,2,2,4,-1,3,3,1,1,4,4,1,4,1,4,-1,-1,-1,-1,2,1,4.33333333333333,.636574896373043
290826,2,7,1,2,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,2,4,2.2,3.33333333333333,1.36403178702316
290827,2,7,1,2,8,-1,5,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.8,3.83333333333333,1.27820051624804
290828,1,2,4,1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,4,5,2.4,3,2.06346982522063
290829,1,7,1,2,4,3,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,9,2,1.2,4.83333333333333,.857058712606641
290830,1,2,4,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,-1,-1,1.46350565214248
290831,2,7,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,1,2,4,.653681839946905
290832,1,7,2,2,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,.562963771914049
290833,2,7,2,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,4,3,2.4,3,.688859320920096
290834,2,1,4,1,1,-1,4,3,3,3,1,4,1,4,3,3,-1,-1,-1,-1,2,3,3.16666666666667,1.00003946184238
290835,2,7,2,2,4,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,3.83333333333333,.637860732749396
290836,2,6,1,2,4,-1,5,2,2,4,3,8,4,2,2,4,-1,-1,-1,-1,5,1.75,3.83333333333333,.910281234780216
290837,2,7,1,2,3,-1,2,3,3,2,4,3,2,3,3,2,-1,-1,-1,-1,3,2.2,3.66666666666667,1.24610200113923
290838,1,4,1,1,2,-1,3,3,3,2,2,3,2,3,2,1,-1,-1,-1,-1,2,1.8,2.66666666666667,1.78559576748233
290839,1,6,4,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,1,3,4,.372183839927875
290840,2,7,2,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,2,1,3.4,3.83333333333333,1.88300966353223
290841,1,7,1,2,4,-1,2,3,4,2,2,3,2,4,2,2,-1,-1,-1,-1,1,2.6,4.16666666666667,.845831718683501
290842,1,3,1,1,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,1,1,2.4,4.5,1.05833321280689
290843,1,2,2,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.2,3.83333333333333,.877874289173674
290844,1,4,4,2,2,3,4,3,-1,-1,-1,-1,-1,-1,-1,5,2,3,5,3,2,3.2,3.5,.490562227369913
290845,2,3,1,1,1,-1,1,3,3,2,2,4,2,5,5,1,-1,-1,-1,-1,2,1.4,4.33333333333333,.872000955380343
290846,2,7,1,2,4,2,3,1,-1,-1,-1,-1,-1,-1,-1,2,1,9,9,3,1,4,3.5,1.1940315666929
290847,2,7,2,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2,3.66666666666667,1.1224018721776
290848,1,2,4,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.8,3,.790835140809572
290849,2,7,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,1,5,3,1,2.2,3.66666666666667,1.2902354959357
290850,1,7,3,2,3,-1,4,1,5,1,2,1,1,5,1,3,-1,-1,-1,-1,1,1.6,4.66666666666667,.425034481275528
290851,2,7,2,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,4,2.8,2.66666666666667,.57268088016174
290852,1,4,4,2,3,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,1,2,5,5,2,4,2.2,4,.551370700548663
290853,2,7,4,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,.540652585995409
290854,1,1,4,2,3,5,3,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,1,5,2.2,3.5,1.95396043953595
290855,1,3,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,1,3,3.66666666666667,1.13777774377953
290856,2,4,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,2,2,1.2,1.83333333333333,1.1649798280137
290857,1,3,4,2,2,5,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,3,-1,-1,.770949885334935
290858,1,4,4,2,3,-1,5,3,8,8,8,8,8,3,3,5,-1,-1,-1,-1,2,3.2,3.33333333333333,.572634453092337
290859,2,1,3,2,2,-1,1,3,9,9,9,9,1,9,1,2,-1,-1,-1,-1,1,3.6,3,.730123700205875
290860,1,7,4,2,1,-1,1,3,4,4,8,2,2,4,2,2,-1,-1,-1,-1,1,2.4,2.5,.541587588483969
290861,2,5,1,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,1,2,1.8,3.83333333333333,1.15544571979791
290862,1,7,1,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,2.4,3.66666666666667,.798975508401874
290863,2,2,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,6,-1,-1,1.27807106210285
290864,2,1,4,1,3,-1,5,2,3,3,2,4,3,3,3,4,-1,-1,-1,-1,2,2.2,4,1.00718644490635
290865,2,2,1,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.35973898542922
290866,2,2,2,1,8,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,2,2,3.8,3.83333333333333,1.13860561580544
290867,2,2,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,3,5,2.4,3.5,1.03678223146051
290868,1,4,4,2,1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,3,2,1.83333333333333,.522615282639927
290869,1,7,2,2,3,2,8,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,2,2,3.66666666666667,.552243993724141
290870,2,1,4,2,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,1.94954507047879
290871,2,4,2,2,2,-1,1,3,2,3,3,4,3,2,4,3,-1,-1,-1,-1,1,3.4,3,.451859229503122
290872,1,3,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.55308946818059
290873,1,4,1,1,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,1,4,3.83333333333333,.834081646445082
290874,2,4,1,1,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,4,1,3.6,3,1.37396903695827
290875,2,7,3,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,4.4,4.66666666666667,.539862126449591
290876,1,2,1,1,2,4,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,3.2,3.5,1.25085744847978
290877,2,5,1,2,4,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,9,9,2,5,9,3.83333333333333,1.07842414019899
290878,1,4,1,1,3,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,1,3.8,3.5,1.30126765092424
290879,2,7,1,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,4,3.5,1.07752639543362
290880,1,5,4,2,3,-1,5,3,3,2,2,4,2,4,2,2,-1,-1,-1,-1,2,2,3.83333333333333,.594370562377967
290881,2,3,1,1,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,2,4,1.12443738965715
290882,1,4,2,2,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,5,-1,-1,.39604646374908
290883,2,4,1,1,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,3,2,4,5,4,1,3.6,3.83333333333333,1.16846959606386
290884,1,4,1,1,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,5,2,3,4,2.35810823344981
290885,2,4,2,2,1,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,.488908533846987
290886,1,7,2,2,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.2,3.5,.494235923993358
290887,1,7,1,2,1,-1,1,3,2,1,4,4,2,9,9,1,-1,-1,-1,-1,1,2.8,3.66666666666667,.756330465450485
290888,1,3,4,1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,1,3,3.2,3.5,1.26695247538677
290889,2,7,1,2,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,4,1.8,2.66666666666667,1.15263456074553
290890,2,4,4,1,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,1.42546640661126
290891,2,7,1,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.4,3.83333333333333,1.29862641494588
290892,2,5,1,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,1,5,1,2,1.4,4.5,1.16581358080174
290893,2,3,1,2,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,3.2,2.83333333333333,.92777982937372
290894,2,2,4,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,8,2.4,2.83333333333333,1.63096437731515
290895,1,3,1,2,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,1,4,2.83333333333333,.620754562960024
290896,1,4,4,2,4,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,2,3.5,.505151314902352
290897,2,7,1,1,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,3,3.4,3.66666666666667,1.58040916765725
290898,1,5,4,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,4,-1,-1,1.3285639821093
290899,1,5,1,2,4,-1,5,1,3,3,2,4,3,3,2,5,-1,-1,-1,-1,5,3,4.16666666666667,.988927452294462
290900,1,3,1,1,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,2,1.6,3.66666666666667,1.26771852203192
290901,1,3,1,1,4,1,2,3,-1,-1,-1,-1,-1,-1,-1,2,2,4,5,4,3,1.8,3.16666666666667,1.19539737369631
290902,2,7,1,2,3,2,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,3,3.66666666666667,1.03004372922884
