Sserial,Rsex,RAgeCat,Married,ChildHh,HEdQual3,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
290903,2,7,1,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,1,2.4,3.83333333333333,.959676309352171
290904,2,4,1,2,2,4,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,2,3,2,1,2.6,4.5,1.25064047930877
290905,1,4,1,1,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,2,4,2.8,3.83333333333333,1.15513458105446
290906,2,2,1,1,1,-1,5,2,4,2,3,4,3,3,2,4,-1,-1,-1,-1,5,3,3.66666666666667,1.54313426644531
290907,2,7,3,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,2,2.6,3.66666666666667,.702346539338694
290908,2,3,1,2,1,-1,1,3,3,3,4,4,2,4,4,2,-1,-1,-1,-1,6,1.2,2.16666666666667,.929343802585024
290909,1,7,1,2,4,3,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,5,1.8,4.16666666666667,.88978027898684
290910,2,3,1,1,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,2,3.83333333333333,1.18739489450013
290911,2,5,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,2,3,3.66666666666667,1.64275778148501
290912,2,4,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,5,-1,-1,.613957523931687
290913,1,7,2,2,4,4,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,8,3,2,2,1.4,2.5,.503368786261832
290914,2,1,1,1,3,2,4,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,2,4.66666666666667,1.87490659235234
290915,2,2,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,3.2,3.33333333333333,1.13315012563674
290916,1,7,1,2,4,-1,5,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,.761725213536716
290917,2,7,2,1,3,-1,1,3,4,2,3,4,4,4,3,3,-1,-1,-1,-1,1,3.4,3,1.59998839136607
290918,1,7,1,2,4,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,.931068336078015
290919,2,6,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,3,3,.500603280494367
290920,1,3,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,4,3,1,1.4,4,1.26805372547302
290921,1,2,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.5829419190501
290922,1,3,1,1,1,-1,1,3,4,2,3,4,1,4,3,4,-1,-1,-1,-1,2,2.6,3.66666666666667,1.07332389448967
290923,2,2,4,1,2,-1,1,3,2,2,2,4,2,3,2,4,-1,-1,-1,-1,5,3.6,4.66666666666667,.639059324924495
290924,2,7,4,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,5,1,2,1.8,3.33333333333333,.685803413833513
290925,1,7,1,2,8,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,4,1,3,3.66666666666667,.681726188598503
290926,2,2,1,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,8,3,3.16666666666667,1.04454878376566
290927,2,3,4,1,1,-1,1,3,4,2,3,2,2,3,2,3,-1,-1,-1,-1,2,2.2,2.33333333333333,.629128574779098
290928,2,5,1,2,1,-1,1,3,4,2,2,3,8,4,2,3,-1,-1,-1,-1,1,3.4,3.66666666666667,.904031686967819
290929,1,2,4,2,3,3,4,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,3,3.16666666666667,.615358615507834
290930,2,5,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,1.02986305055042
290931,2,4,1,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,8,2,3.66666666666667,.979309465839947
290932,2,2,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,1.8,3.5,.633330379317008
290933,2,3,1,1,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,3,1,2.2,2.5,.774993837836873
290934,2,3,1,1,2,-1,2,3,3,3,2,4,3,4,3,3,-1,-1,-1,-1,2,2.4,4.33333333333333,.741529979995362
290935,2,6,2,2,3,3,4,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,3.4,2.33333333333333,.492488757304033
290936,1,4,1,2,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,1,6,1.6,5,1.09809799775094
290937,2,7,3,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,3,3,3,.567108896738062
290938,2,7,3,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,5,2,1,5,4,5,3.6,4.5,.496019806756736
290939,1,7,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,-1,-1,.601222462726649
290940,1,7,3,2,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.4,3.66666666666667,.450276105125689
290941,1,2,4,2,1,3,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,6,-1,-1,.787495719085832
290942,1,3,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.2,2.5,1.0905327841701
290943,2,7,2,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,5,4,1,2.4,3.16666666666667,.642938848222295
290944,1,6,1,2,8,1,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,1.8,3.5,.832723267772786
290945,2,4,1,2,4,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2.6,4.16666666666667,1.03903231937915
290946,1,4,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,1,2.8,4.16666666666667,1.47253030065002
290947,2,4,1,1,2,-1,3,3,2,2,2,4,2,4,2,3,-1,-1,-1,-1,1,3.4,3.83333333333333,1.02044663495556
290948,1,2,4,2,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,3,2,2,2.8,3.83333333333333,1.07926663675176
290949,2,1,4,2,3,-1,-1,3,4,2,3,1,2,5,1,2,-1,-1,-1,-1,2,2,2.83333333333333,1.86935484339308
290950,2,4,4,1,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,8,5,3,2,2.6,3.66666666666667,.689885513910811
290951,2,3,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,3.6,3,.893249386991114
290952,1,2,1,1,2,-1,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,2,2.2,3.5,1.48138765695081
290953,2,6,1,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,2.4,2.83333333333333,1.04921779937867
290954,1,7,2,2,4,5,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,1,9,2,1,2,4,.458072989782854
290955,1,5,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,4,1,2,1.4,4.33333333333333,.920501302946445
290956,1,4,1,2,2,-1,1,3,4,2,4,4,3,4,1,2,-1,-1,-1,-1,1,4,2.83333333333333,.895134790279588
290957,2,2,4,2,2,-1,2,3,3,2,3,4,2,3,3,5,-1,-1,-1,-1,2,2,4.16666666666667,.582626564347795
290958,2,5,3,2,3,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,4,2.4,3.16666666666667,.5613255153917
290959,1,2,1,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.4,4.33333333333333,1.15431491114414
290960,1,7,3,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,5,1,2,3,3,.370830413476315
290961,2,4,1,1,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,5,1,3.4,3.33333333333333,.933727291721199
290962,2,7,1,2,3,-1,2,1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,2,5,1.8,4,1.12024131112446
290963,1,6,2,2,4,3,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,3,2,2.2,4.16666666666667,.374424565054183
290964,1,7,1,2,4,5,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,1,1,3.2,3.83333333333333,.895198085850875
290965,2,3,4,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,4,5,5,2,4,3,.447093065247389
290966,1,3,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.65228910407664
290967,1,7,1,2,1,-1,1,3,5,1,1,2,1,5,5,2,-1,-1,-1,-1,2,1.4,2.83333333333333,.959703546566221
290968,2,2,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,2.2,5,1.00598413856569
290969,2,4,1,1,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,3,2,3.4,3.5,.781979332077764
290970,2,2,4,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,4,2,2.8,3.33333333333333,2.21792757814824
290971,2,4,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,2,3.2,3,1.13405738795133
290972,2,2,4,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,1,4,1.4,4.33333333333333,.853536290851002
290973,1,3,2,2,2,-1,1,2,4,3,3,2,1,2,4,1,-1,-1,-1,-1,4,9,9,.593565633062185
290974,2,7,2,2,4,-1,3,2,3,3,3,4,3,3,3,5,-1,-1,-1,-1,5,2.4,3.83333333333333,.516510819419415
290975,1,7,4,2,2,-1,4,3,3,2,1,4,2,8,8,2,-1,-1,-1,-1,1,2,4.16666666666667,.374534287694873
290976,1,3,4,1,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,3,2,2,3.16666666666667,.727768687110386
290977,2,1,4,2,3,5,5,2,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,2.97724106018635
290978,1,1,4,2,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,1,4,5,5,2,1.2,2.33333333333333,1.07253022373822
290979,2,2,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.86180502812359
290980,2,4,2,1,1,-1,1,8,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,.47447756917509
290981,1,5,3,2,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,2.8,3.33333333333333,.50662080902742
290982,2,4,4,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,3.8,4.5,.435178486426384
290983,1,2,4,2,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,3,1,2.2,3.5,.587312332395011
290984,2,7,3,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,8,2.4,3.33333333333333,.52276052198871
290985,2,2,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.6,2,1.62718939230195
290986,2,5,2,1,1,-1,2,3,3,2,2,3,2,3,3,3,-1,-1,-1,-1,2,2.6,2.66666666666667,1.03039123584333
290987,1,4,1,2,2,-1,4,2,3,4,2,4,3,3,4,2,-1,-1,-1,-1,2,2,4.5,1.18697527117117
290988,1,7,2,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,.906435293729284
290989,2,2,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,2,1.8,3.66666666666667,.975980335449924
290990,2,1,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.18984686279223
290992,1,7,3,2,3,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3.8,4.16666666666667,.483374581930994
290994,2,2,4,2,1,-1,1,3,3,2,2,2,2,2,4,2,-1,-1,-1,-1,2,2.8,2.5,.539717041857705
290995,2,6,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,4,3.33333333333333,1.14801057938985
290996,2,6,1,2,3,3,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,8,1.8,3.66666666666667,.938606389823256
290997,2,3,4,2,8,5,-1,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,.423922359517193
290998,1,3,1,1,1,-1,1,3,4,2,4,2,1,4,2,1,-1,-1,-1,-1,3,3.2,2.5,1.06755873576805
290999,1,2,4,2,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,3,2.5,.972351595705351
291000,1,2,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,.551580202699346
291001,2,7,3,2,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2.2,4,.652102236288902
291002,1,7,1,2,3,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,2,5,4,1,2.6,3.33333333333333,1.12072345624022
291003,2,7,3,2,4,-1,1,3,3,2,2,4,2,4,2,2,-1,-1,-1,-1,1,4,3.5,.53164116920265
291004,1,2,4,2,3,-1,5,3,3,2,1,3,2,3,3,5,-1,-1,-1,-1,5,1.6,3.33333333333333,1.03431014477167
291005,1,4,1,2,2,-1,3,3,2,2,2,5,1,3,4,1,-1,-1,-1,-1,1,4,3.16666666666667,1.07473728923921
291006,2,7,3,2,4,-1,4,3,5,2,2,4,2,4,8,3,-1,-1,-1,-1,2,2.6,3.83333333333333,.579559321318432
291007,2,4,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,5,-1,-1,1.53875928893852
291008,1,7,1,2,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,.841862436384854
291009,1,2,4,1,3,-1,1,3,4,2,4,4,2,4,3,3,-1,-1,-1,-1,2,3.4,4.5,1.43010137570671
291010,2,1,1,2,2,5,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,1,4.4,3.66666666666667,1.84599862283139
291011,2,3,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.4,3.5,.942017463990776
291012,1,3,4,2,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,2,2,3,3.66666666666667,.890430722229182
291013,2,7,3,2,3,-1,1,3,8,2,4,8,2,8,8,2,-1,-1,-1,-1,3,2.4,3.66666666666667,.737628558596493
291014,1,7,1,2,3,-1,4,3,2,2,1,4,1,2,1,2,-1,-1,-1,-1,1,1.2,4,.867361730470204
291015,2,3,4,1,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,5,2.6,3.5,.675421547330413
291016,1,6,1,1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,5,2,4,2.4,3.66666666666667,.856727532844897
291017,1,4,1,2,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,4,3,2,1.2,3.66666666666667,1.5632368779832
291018,1,3,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,3,8,2.6,3.66666666666667,.985924936337693
291019,1,5,1,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,2,4,.860769009236466
291020,2,3,1,1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,-1,-1,.624866531118638
291021,1,7,1,2,4,1,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.8,4.33333333333333,.918622012555442
291022,2,2,1,1,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,2.8,3.66666666666667,1.04354410198377
291023,2,2,1,1,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,1.34055083240168
291024,1,2,4,2,3,-1,5,2,2,2,2,3,1,1,1,5,-1,-1,-1,-1,5,2.4,4.66666666666667,.54928519659106
291025,2,4,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,8,5,4,2,2.2,3,1.19458110843774
291026,2,7,2,2,4,-1,4,1,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,1,5,1.6,4,.963580361618306
291027,1,7,1,2,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,3,3.2,3,.717073592645711
291028,2,2,1,1,4,1,1,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,4,2.2,3.66666666666667,.975132190270372
291029,2,6,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,5,1,2,1,2.33333333333333,1.31107242895465
291030,2,7,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,1,2,3,3.66666666666667,.46647605720953
291031,2,5,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2.4,3.16666666666667,.939315253794597
291032,1,3,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,3.2,1.83333333333333,1.04397471305249
291033,2,6,2,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,3.2,3.16666666666667,.358653715159303
291034,2,6,3,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,1,3.6,3.33333333333333,.451162746083621
291035,1,7,1,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,9,9,.694171196687442
291036,1,2,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,2,3,3.66666666666667,1.62834047410936
291037,2,4,1,2,3,1,3,1,-1,-1,-1,-1,-1,-1,-1,2,2,3,5,3,1,2.8,3.83333333333333,.842557604370721
291038,2,2,3,2,8,-1,4,2,3,2,4,4,4,9,9,3,-1,-1,-1,-1,2,3.4,3.5,.394157346295054
291039,2,7,2,2,4,-1,2,3,2,2,4,2,3,1,1,1,-1,-1,-1,-1,2,1.6,2.83333333333333,.474805034771283
291040,2,2,1,1,1,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,1.8,4.5,1.05339143816114
291041,1,7,1,2,2,3,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,1,2,2.2,3.5,.80040383719207
291042,2,1,4,1,3,-1,1,3,2,1,4,4,3,2,5,3,-1,-1,-1,-1,2,2.2,2.83333333333333,.91658548915606
291043,2,7,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,2,3,3.33333333333333,.886404721527414
291044,2,2,1,1,3,-1,4,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,1,2.4,3,.871339756533589
291045,2,1,4,1,8,2,-1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,-1,-1,1.92566437878974
291046,2,6,2,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,9,9,9,3,2,4.5,.586431107928509
291047,2,4,2,1,4,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,4,9,9,.63708567151493
291048,2,7,2,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.23737611082331
291049,2,7,3,2,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,.563655380491262
291050,1,2,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,3,1,2.4,4,1.12211348269816
291051,1,2,1,1,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,4,3.66666666666667,1.1283051514307
291052,1,7,1,2,2,4,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,3.6,2.83333333333333,.723396030957072
291053,2,7,3,2,3,-1,2,3,3,2,2,2,3,4,2,3,-1,-1,-1,-1,8,2.4,3.5,.537505024135978
291054,1,2,1,1,3,1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,2,8,8,2,4,2.6,4,1.43334802067009
291055,2,6,1,2,4,-1,2,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,4,-1,-1,1.02931126483056
291056,2,7,3,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,1,2,4,.493281925095566
291057,2,6,4,2,3,2,1,8,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2.8,4,1.57989645805414
291058,2,4,4,2,1,-1,1,3,4,2,4,3,1,5,2,1,-1,-1,-1,-1,6,1.4,2.16666666666667,.521666119895198
291059,1,6,2,2,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,1,5,2,3.5,.31931410544793
291060,2,3,1,1,3,-1,8,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.35034168231127
291061,2,2,1,1,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.8,3.16666666666667,1.24920518645816
291062,1,2,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,1,2,3.5,2.04877441969925
291063,2,6,2,2,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,1,2.4,3.5,.41617584823033
291064,1,4,4,2,3,-1,1,3,3,3,2,4,2,3,3,3,-1,-1,-1,-1,2,2,3.5,.844831834365449
291065,2,7,2,2,2,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,1.2,2,.676282227818704
291066,2,2,1,2,1,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,4,4,4,5,4,3.33333333333333,1.87868266066382
291067,2,4,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,5,1.4,2.66666666666667,.875722471885274
291068,2,4,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,2,2.4,2.5,1.11055623755466
291069,2,6,1,2,4,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,5,1,4.2,4,.837889053028409
291070,1,4,4,2,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,1,2,2,4.5,.788764648271077
291071,2,5,1,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,-1,-1,.813273266073807
291072,2,2,4,1,2,-1,4,3,4,2,4,3,2,4,2,2,-1,-1,-1,-1,2,1.6,4,.893076291400688
291073,2,2,4,1,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,8,1.8,3.33333333333333,.578915107041235
291074,2,7,3,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,2,3,9,1,9,3,.461959283694942
291075,2,7,3,2,4,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,3.8,3.16666666666667,.447976959270381
291076,1,7,1,2,8,5,5,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,2,2,2,2.66666666666667,.538644770000608
291077,2,7,4,2,2,-1,1,3,2,2,4,4,2,2,2,2,-1,-1,-1,-1,2,1.4,3.66666666666667,.54579241078139
291078,1,2,4,2,3,4,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,1.6,3.33333333333333,.620350724834663
291079,2,5,1,2,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,1,1,4,3.33333333333333,1.38263093529687
291080,1,1,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,5,2,1,3.4,2.33333333333333,2.10209900404707
291081,1,7,1,2,4,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,3,3.83333333333333,1.03044354367486
291082,1,7,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,1,-1,-1,.991149916106805
291083,2,4,1,1,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,.842328332026317
291084,1,7,1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,4,8,2.6,2.66666666666667,.947373677609402
291085,2,1,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,5,2,2.6,3,.739364389343039
291086,1,7,1,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,4,2.6,4,1.0438337295184
291087,2,2,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,9,9,9,6,2.4,1.83333333333333,1.4008478340325
291088,2,3,1,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.04923791777541
291089,2,3,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.8,2.16666666666667,1.02055550643331
291090,2,2,1,1,3,-1,3,3,4,2,2,3,2,4,3,4,-1,-1,-1,-1,5,2.8,3,.514966693780281
291091,1,3,1,1,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,4.4,4,1.06755873576805
291092,1,4,1,1,2,-1,4,3,3,1,5,4,1,1,5,3,-1,-1,-1,-1,2,2.4,3.83333333333333,1.15027072650685
291093,1,7,1,2,4,-1,1,3,3,2,1,4,2,4,4,3,-1,-1,-1,-1,1,3,3.5,.810521378913367
291094,1,7,3,2,3,-1,1,3,3,3,9,3,3,3,3,3,-1,-1,-1,-1,1,2.8,4.5,.430119870322634
291095,2,5,1,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.8,3.33333333333333,1.12419295113674
291096,2,5,2,1,3,-1,5,3,3,2,3,4,3,2,2,3,-1,-1,-1,-1,2,2,4.66666666666667,.966585817956138
291097,1,3,4,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2,2.83333333333333,1.40613479393926
291098,2,7,3,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,.458525228128068
291099,2,5,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,3,2,3,3.66666666666667,1.04240880537996
291100,1,7,1,2,4,-1,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.48223324864155
291101,1,1,4,2,1,-1,8,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,3.28908642363473
291102,1,3,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,3,1,2.2,3.5,1.55707507733198
291103,1,7,2,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,1,3.2,3.5,.349511760923071
