Sserial	WtFactor	RSex	RAgeCat	eq_inc_quintiles	RClassGp	HEdQual3	Married	ChildHh	skipmeal	paptype	SMNews	PartyId2	Politics	SocTrust	Spend1	Dole	TaxSpend	MuchPov	Poverty1	Poverty2	NatFrEst	incdiffs	welfare2	leftrigh	libauth
311498	.88817466837049	1	7	5	3	3	1	2	-1	2	8	1	2	1	3	2	3	1	2	2	1	-1	3.75	4.4	4
311499	1.07539278353573	2	7	2	3	4	1	2	1	0	8	1	3	-1	-1	3	3	1	2	2	60	1	2	1.8	3.83333333333333
311500	.874961798050333	1	7	4	5	2	1	2	1	1	8	2	2	-1	-1	2	3	2	2	1	30	1	2.375	1.4	4.83333333333333
311501	1.69519828283217	1	3	4	1	2	1	1	-1	0	1	1	2	2	6	2	2	2	2	1	5	-1	3.5	4	4
311502	1.05267787054077	2	7	4	1	3	1	2	1	0	8	4	1	-1	-1	2	3	1	2	2	60	2	3.25	3.6	4.66666666666667
311503	.59615657518594	1	6	1	5	4	4	2	-1	1	8	2	4	2	1	1	3	2	1	1	100	-1	3	1	5
311504	1.07292042298495	2	4	3	1	2	2	1	-1	0	8	1	4	-1	-1	2	2	1	2	2	60	-1	-1	-1	-1
311505	1.19442406988219	1	2	5	4	2	1	1	1	1	8	8	3	-1	-1	2	2	2	2	1	60	2	9	9	9
311506	.708441683179347	1	7	3	4	3	1	2	1	2	8	2	2	-1	-1	2	3	1	2	2	100	2	3.75	2	3.66666666666667
311507	1.00577595106554	2	3	2	2	4	1	1	-1	0	2	5	3	2	1	1	2	2	2	2	60	-1	3	2.8	3.16666666666667
311508	1.03952581724931	2	5	4	3	2	1	2	-1	0	3	2	4	1	1	2	2	2	1	1	70	-1	-1	-1	-1
311509	.489891055109231	1	5	-1	1	1	2	2	1	0	8	3	2	-1	-1	3	2	1	2	1	33	3	3	3	3.33333333333333
311510	.832736300162882	2	7	-1	4	4	1	2	1	0	8	2	4	-1	-1	3	3	1	2	1	50	3	9	9	9
311511	1.30333414181248	1	7	5	1	3	1	1	1	0	8	4	3	-1	-1	7	2	2	2	1	10	2	2.625	2.6	3
311512	1.34050249362357	2	1	4	5	2	4	2	1	0	6	1	5	-1	-1	3	2	2	2	1	10	2	2.75	2.6	3.66666666666667
311513	.850820280729752	1	7	-1	1	2	1	2	-1	0	8	8	3	-1	-1	1	3	2	2	2	5	-1	-1	-1	-1
311514	1.09090199113662	2	3	1	1	1	1	1	1	0	1	8	4	-1	-1	2	2	1	2	2	998	2	3	3.2	3.16666666666667
311515	2.6684996711389	2	4	-1	1	1	4	2	1	2	2	2	3	-1	-1	2	1	2	2	1	50	1	3.5	2.4	5
311516	1.0960610551808	2	7	2	1	4	1	2	1	1	8	1	2	-1	-1	3	3	2	2	1	50	1	2.25	2.4	4.33333333333333
311517	1.04057911379714	1	7	-1	3	4	1	2	-1	1	8	2	3	2	3	1	3	2	1	1	80	-1	2.625	4	3.83333333333333
311518	.53015384409086	2	4	3	2	3	2	2	-1	0	2	5	2	2	4	3	2	2	2	2	30	-1	3.25	1.4	3.66666666666667
311519	.696414126859564	1	7	-1	1	1	1	2	1	2	8	1	2	-1	-1	2	2	1	1	1	10	3	2.75	4.2	4.5
311520	1.0380684335738	1	3	5	1	1	1	1	-1	0	8	3	1	1	4	3	3	2	2	1	1	-1	2.25	2.4	3.5
311521	1.24398216072461	1	7	4	3	3	1	1	1	2	1	1	1	-1	-1	8	2	2	2	2	50	8	2.75	2.4	4
311522	1.51249082576794	2	6	4	1	2	1	1	1	1	8	1	2	-1	-1	3	3	1	1	1	4	2	2.625	2.8	3.33333333333333
311523	2.38737691156202	1	3	4	3	2	1	1	-1	0	1	8	1	-1	-1	1	2	2	1	1	10	-1	-1	-1	-1
311524	.687605237616509	1	7	-1	1	1	1	2	1	2	7	2	2	-1	-1	3	3	1	2	1	5	2	2.875	3	2.83333333333333
311525	.745193524872142	1	7	1	3	4	1	2	-1	0	8	5	4	-1	-1	2	2	8	8	2	4	-1	-1	-1	-1
311526	.475246017930347	1	6	4	5	3	4	2	1	1	8	4	1	-1	-1	3	3	2	2	2	2	2	2.125	2	4.33333333333333
311527	.504981342160818	1	7	-1	4	4	3	2	1	1	8	2	3	-1	-1	1	3	2	1	1	50	2	2.5	2.4	3.66666666666667
311528	.385865412602162	1	7	4	3	2	2	2	1	0	8	1	4	-1	-1	3	3	1	2	2	50	1	3.125	2.2	3.83333333333333
311529	.663943148844311	1	5	-1	3	3	2	2	-1	0	2	2	4	-1	-1	3	2	2	1	2	40	-1	-1	-1	-1
311530	.778791163066392	1	5	-1	5	3	4	2	1	0	8	2	3	-1	-1	1	3	2	1	1	100	4	2.5	2	3.83333333333333
311531	1.00930710889135	1	4	5	1	1	1	1	-1	1	5	1	1	1	3	2	2	1	2	2	50	-1	-1	-1	-1
311532	2.27483747219352	1	4	3	3	3	1	1	-1	0	1	4	1	2	3	2	2	2	8	1	50	-1	-1	-1	-1
311533	.536366142876948	2	7	5	1	1	3	2	-1	2	8	2	3	1	3	8	3	1	2	2	20	-1	-1	-1	-1
311534	.509342955277378	2	5	2	3	3	3	2	-1	0	8	1	1	2	3	8	2	2	2	1	15	-1	-1	-1	-1
311535	1.33470472716621	2	1	2	4	3	1	2	-1	0	3	8	4	2	3	2	2	2	1	1	80	-1	4.375	1	4.5
311536	.436807214459306	1	7	-1	4	4	4	2	1	0	8	4	2	-1	-1	3	2	1	2	2	5	1	3.625	2.2	3.83333333333333
311537	.905669082233347	2	7	-1	2	4	1	2	-1	1	5	2	4	-1	-1	7	3	2	2	2	30	-1	-1	-1	-1
311538	.792480989697993	2	6	-1	4	2	1	2	-1	0	4	3	1	2	3	2	3	2	2	2	30	-1	2.625	3	3.66666666666667
311539	.510995027611824	1	3	3	1	1	2	1	4	0	3	1	3	-1	-1	8	3	1	2	2	50	2	2.5	3.2	4
311540	1.44169176959355	1	2	4	5	2	1	2	-1	0	2	2	2	1	1	3	3	2	1	1	10	-1	1.125	2.4	2.16666666666667
311541	1.73824598491959	1	4	4	3	3	1	1	1	0	2	1	3	-1	-1	1	3	2	2	2	25	2	2.5	2	3.16666666666667
311542	.895458125616297	1	7	5	1	3	1	2	1	2	8	1	1	-1	-1	2	3	1	2	2	60	1	3.375	3.6	4.5
311543	.487278827753625	2	7	1	5	3	2	2	-1	1	2	1	3	2	4	2	3	2	2	2	50	-1	2.625	2.6	4
311544	.84546788775695	1	7	3	4	4	1	2	1	2	8	1	1	-1	-1	2	3	2	2	1	30	2	3	3	3.16666666666667
311545	1.34789868487379	2	2	4	3	4	1	1	1	0	8	8	3	-1	-1	2	1	1	2	2	99	2	3.5	3	3.66666666666667
311546	.870701392133461	1	6	-1	1	3	1	2	1	1	8	1	2	-1	-1	8	2	1	2	1	10	2	2.375	2.6	3.33333333333333
311547	.781126808914454	2	3	3	1	1	1	1	1	0	8	2	3	-1	-1	1	3	2	2	1	20	2	2.375	2.6	3.83333333333333
311548	.588617674058417	1	4	3	5	4	2	2	-1	0	3	2	3	-1	-1	3	2	2	1	1	40	-1	-1	-1	-1
311549	.475690340714198	2	5	1	5	3	2	2	8	0	8	6	3	-1	-1	1	2	2	1	1	15	1	2.25	2.6	3.5
311550	.545390363957384	2	2	1	2	3	4	1	5	0	8	2	4	-1	-1	3	2	2	2	2	10	8	2.75	3	4
311551	.562755850663876	2	2	1	1	1	4	2	-1	2	3	3	1	1	4	1	3	2	2	1	2	-1	1.625	2.2	2.16666666666667
311552	2.2269818873191	1	3	-1	-1	4	4	2	-1	0	8	5	3	-1	-1	3	1	2	2	1	50	-1	-1	-1	-1
311553	1.06105220233588	2	3	-1	1	3	1	1	1	0	1	8	5	-1	-1	3	3	1	1	2	60	2	3	3	3.66666666666667
311554	1.15165832641766	1	6	-1	4	3	1	2	1	0	8	2	4	-1	-1	3	3	2	2	2	25	1	3.375	1.6	4.16666666666667
311555	1.27450983689401	1	3	2	3	2	1	1	1	0	8	3	1	-1	-1	1	3	2	2	1	8	2	2.375	2.6	2.66666666666667
311556	1.8509934630265	2	4	3	5	3	1	1	-1	1	2	5	5	2	3	2	3	1	2	2	50	-1	3.5	2	3.66666666666667
311557	1.23223421440262	1	3	5	1	1	1	1	-1	0	1	3	2	1	8	1	3	2	2	1	2	-1	1.75	1.4	1.5
311558	.873785631326633	1	7	4	2	3	1	2	1	0	8	1	2	-1	-1	3	3	2	2	1	5	2	2.5	3.4	3
311559	1.22642742428044	1	7	1	5	4	1	2	6	4	8	1	3	-1	-1	3	2	1	2	2	50	3	2.75	3	3.66666666666667
311560	1.22752831138935	2	2	1	5	8	1	1	1	0	1	2	4	-1	-1	2	2	2	2	2	40	1	3	1.4	3.83333333333333
311561	1.93165204733707	1	1	4	4	3	4	2	6	0	1	2	2	-1	-1	2	3	1	2	2	25	2	3.5	1	3.5
311562	.750156293303367	1	2	1	4	4	4	1	6	0	2	5	5	-1	-1	1	2	1	2	1	40	9	2.875	3.2	3.5
311563	1.0221752875763	2	7	-1	1	1	1	2	-1	0	8	1	2	2	4	3	3	8	2	1	30	-1	2.5	2.4	3.83333333333333
311564	2.28748865028115	2	5	-1	1	2	1	1	-1	0	2	1	2	2	2	2	2	2	2	1	65	-1	3.375	2.6	3.83333333333333
311565	.792911344343139	1	6	-1	1	3	1	2	1	1	8	1	2	2	9	2	2	2	2	2	10	2	4.125	2.6	3.5
311566	1.17472207204471	1	3	2	4	2	4	2	-1	0	2	5	3	2	7	3	3	2	2	2	60	-1	2.5	2.4	4.16666666666667
311567	.974963102365236	2	7	-1	2	3	1	2	1	1	8	1	2	-1	-1	7	3	8	2	1	10	2	2.125	3	3.16666666666667
311568	2.40009805395502	2	1	3	2	2	1	2	-1	0	4	6	3	2	3	3	2	1	2	1	50	-1	2.125	3.4	3.66666666666667
311569	.87206384191051	1	7	-1	1	1	1	2	-1	0	8	1	2	2	9	2	2	2	2	2	30	-1	2.5	2.6	3.66666666666667
311570	.451065037527628	1	6	-1	3	3	2	2	1	1	8	1	1	-1	-1	3	3	2	1	1	998	1	2	1	3.33333333333333
311571	1.42168333798749	2	4	1	5	4	4	2	3	0	2	5	3	-1	-1	2	3	2	1	2	60	1	2.125	1.2	4.83333333333333
311572	.86389847594266	2	3	1	5	4	1	2	-1	0	3	4	4	1	5	3	2	1	8	2	20	-1	2.875	2.2	3.5
311573	.380668863265399	1	7	-1	1	4	3	2	1	0	8	1	2	-1	-1	3	2	1	2	2	90	2	2.75	2.2	3.33333333333333
311574	1.08362298391731	2	3	1	5	4	1	1	1	0	6	3	4	-1	-1	3	2	2	2	2	998	3	3.625	2.6	2.83333333333333
311575	.88880119501674	1	6	4	1	3	1	2	1	0	8	4	4	-1	-1	2	4	2	2	2	20	2	3.875	2.4	4.16666666666667
311576	.91753631398764	2	7	-1	1	2	1	2	-1	0	8	-1	3	-1	-1	8	4	8	2	2	998	-1	-1	-1	-1
311577	1.0489883041331	1	3	5	1	3	1	1	1	1	1	1	2	-1	-1	2	3	1	2	1	5	1	2.875	3.4	3.33333333333333
311578	.796693310606404	2	2	2	5	3	4	2	-1	0	2	5	5	2	6	3	4	1	2	2	50	-1	3.125	2.6	3.66666666666667
311579	.915320200795575	2	4	1	1	1	1	1	1	0	3	8	5	-1	-1	8	3	8	2	2	20	3	3.125	3.6	3
311580	1.22975418991733	2	7	2	4	3	1	2	-1	1	8	1	4	2	3	2	2	1	2	2	30	-1	3.5	1.6	4.33333333333333
311581	1.38438457567788	1	7	-1	1	3	1	1	1	0	8	2	3	-1	-1	2	2	1	2	2	40	3	3.125	2.6	3.83333333333333
311582	.830872789764233	2	4	-1	4	3	1	2	-1	1	8	1	3	-1	-1	3	2	2	2	2	40	-1	-1	-1	-1
311583	1.02294736717233	2	2	1	4	2	1	1	-1	0	2	4	2	2	1	2	3	2	2	2	70	-1	-1	-1	-1
311584	1.19040878625782	2	2	5	1	1	1	2	1	2	8	2	2	-1	-1	1	3	2	2	1	2	1	1.125	1.6	1
311585	.454018062745267	1	3	4	1	2	4	2	3	2	2	2	1	-1	-1	1	3	2	1	1	40	1	2	1.4	3.83333333333333
311586	1.09694067708367	2	7	5	1	1	2	1	-1	0	5	3	4	1	4	1	3	2	2	1	60	-1	2.5	1.8	2.66666666666667
311587	.460310492911138	2	7	-1	5	4	3	2	-1	1	8	1	4	-1	-1	1	2	1	1	1	85	-1	-1	-1	-1
311588	.450479580917526	2	7	-1	5	1	3	2	-1	4	8	1	2	-1	-1	2	2	1	1	1	50	-1	-1	-1	-1
311589	.490844689605465	1	7	5	5	3	2	2	1	0	8	1	2	-1	-1	3	3	2	1	1	50	1	2.375	3	4
311590	1.31336400707376	1	4	-1	3	3	1	2	-1	0	8	1	2	2	7	3	3	2	2	2	5	-1	1.875	2.4	4.16666666666667
311591	2.40766532400142	1	3	1	1	2	1	1	1	0	8	2	3	-1	-1	1	3	2	2	1	30	1	2.5	3	3.5
311592	1.28560029180209	2	1	-1	1	1	4	2	-1	0	2	5	3	2	1	3	2	8	2	1	998	-1	2.375	2.8	2.16666666666667
311593	.933318209322894	2	7	5	1	1	1	2	1	0	8	1	1	-1	-1	1	3	2	1	1	33	2	1.625	2.6	3.33333333333333
311594	.976789900045342	1	3	4	3	3	1	1	1	0	2	1	2	-1	-1	2	2	2	2	1	15	2	3.625	2	3.83333333333333
311595	.529730844350607	2	7	-1	5	4	3	2	-1	0	8	2	5	2	3	1	3	2	1	1	10	-1	-1	-1	-1
311596	.489915746575659	1	7	-1	1	3	3	2	-1	2	8	2	2	1	6	1	3	2	1	1	20	-1	9	9	9
311597	1.45533604525955	2	6	-1	5	3	1	2	1	0	8	4	5	-1	-1	3	2	2	2	2	20	9	3.5	3	4
311598	1.20634025192788	2	3	-1	1	1	1	1	1	0	8	1	3	-1	-1	2	3	2	2	1	5	1	3	2.6	3.16666666666667
311599	.458820444805078	2	3	4	1	1	4	1	1	0	2	3	1	-1	-1	2	3	2	2	2	20	3	3.375	3	4.16666666666667
311600	.526836843789886	2	3	3	1	1	4	1	7	0	3	8	2	-1	-1	2	3	1	2	2	40	1	9	9	9
311601	.449122353741011	2	3	-1	1	2	1	1	1	0	2	3	3	-1	-1	3	3	1	2	1	40	1	2.375	3	3.33333333333333
311602	.951323758172877	2	4	-1	5	3	3	1	1	0	8	1	3	-1	-1	2	3	1	2	1	35	3	2.75	3.4	4.33333333333333
311603	.471341305103064	2	7	-1	3	2	2	2	1	0	8	2	1	-1	-1	2	3	2	1	1	5	1	2.375	1.4	2
311604	.905484529745856	1	5	5	1	3	1	2	-1	1	8	4	2	2	3	2	2	2	2	2	12	-1	3.125	2.6	4.33333333333333
311605	1.16066579809283	1	3	5	1	1	1	1	1	0	2	5	5	-1	-1	2	1	1	2	2	65	2	3.375	2.6	4.16666666666667
311606	1.3782296945947	1	2	-1	5	4	1	1	2	0	3	2	4	-1	-1	3	3	2	2	1	20	1	1.625	2.2	2.33333333333333
311607	.466213576662089	1	7	4	5	3	3	2	1	1	2	2	2	-1	-1	2	3	2	1	1	80	1	2.75	1.6	4.83333333333333
311608	4.36059579106009	1	2	2	5	1	4	2	2	0	1	2	2	-1	-1	1	3	2	1	1	15	1	2.375	2.8	3
311609	.632577631576305	1	4	2	5	4	4	2	1	0	1	5	2	-1	-1	1	3	2	1	2	35	2	1.625	2.2	4.33333333333333
311610	.628635217135703	2	7	4	1	2	2	2	-1	0	1	2	2	2	3	2	3	2	2	2	65	-1	-1	-1	-1
311611	1.8697373454383	1	5	5	5	2	1	2	1	0	2	4	2	-1	-1	3	3	2	2	2	70	2	3.125	2.2	3.5
311612	.922053956158009	2	5	-1	4	3	1	2	-1	0	1	1	3	-1	-1	3	2	1	2	1	70	-1	-1	-1	-1
311613	.609598003811102	2	7	3	2	4	1	2	1	1	8	1	3	-1	-1	2	3	2	2	2	50	2	2.25	2.6	4.16666666666667
311614	.951789960253637	1	6	1	5	2	1	2	-1	2	8	2	3	2	7	3	2	2	1	1	80	-1	3	2.4	4.5
311615	2.05512928098267	1	7	1	4	1	1	1	2	0	8	1	3	-1	-1	1	3	1	1	2	10	2	2.5	3.2	4.16666666666667
311616	1.16417810511198	2	3	-1	3	3	1	1	1	0	1	5	4	-1	-1	2	2	2	2	2	30	2	1.875	3	3.83333333333333
311617	1.05143520064341	1	4	3	5	3	1	2	-1	0	8	5	2	2	6	2	2	2	2	1	80	-1	3.625	2.2	4.5
311618	.630482843412019	2	7	3	1	2	3	2	1	1	8	2	1	-1	-1	1	3	2	2	1	10	8	2.5	1.4	4.16666666666667
311619	1.3497281402086	2	4	1	1	2	1	1	1	0	1	3	1	-1	-1	1	3	2	2	1	4	1	1.375	1	2.33333333333333
311620	1.4818092528491	1	3	5	1	1	1	2	-1	0	2	3	1	1	1	3	3	2	2	2	20	-1	2.25	3	2
311621	1.45706426249172	1	4	-1	3	2	1	1	1	1	8	4	1	-1	-1	2	2	2	2	2	50	1	3.5	1.8	3.16666666666667
311622	.555093152271636	2	7	-1	2	2	3	2	-1	0	8	1	5	2	8	3	2	8	2	1	99	-1	3.25	3	3.5
311623	1.13901011501436	2	2	2	1	2	1	2	1	0	2	5	4	-1	-1	2	2	2	2	2	90	1	3.5	9	9
311624	1.07562863493971	1	3	3	3	4	4	2	-1	0	2	5	3	1	1	3	2	2	1	1	80	-1	3.25	2.2	4.16666666666667
311625	.790293616260344	1	6	-1	1	1	1	2	-1	2	4	3	1	1	1	3	3	1	2	1	10	-1	2.75	2.6	3.66666666666667
311626	.545863364689727	2	7	5	2	3	3	2	-1	0	8	2	4	2	3	1	3	2	2	1	80	-1	2.5	2.4	3.66666666666667
311627	.455598811044024	1	4	4	3	3	4	2	-1	0	8	2	4	-1	-1	8	3	8	2	2	998	-1	-1	-1	-1
311628	1.49353470181494	2	5	4	2	4	4	1	-1	0	8	2	4	-1	-1	7	2	2	2	1	10	-1	-1	-1	-1
311629	.777848746345269	2	4	2	5	1	3	1	8	0	8	6	4	-1	-1	2	2	1	1	1	40	2	3.25	2	3
311630	.454273043082557	1	7	4	3	3	3	2	1	0	8	2	2	-1	-1	2	2	8	2	8	998	5	3	3	5
311631	2.00172488391065	2	4	1	1	1	1	2	-1	2	2	3	2	2	8	1	3	1	2	1	30	-1	3	4.6	3.5
311632	1.03142670723142	1	4	2	1	2	1	1	-1	0	8	5	3	1	9	1	2	1	1	1	45	-1	-1	-1	-1
311633	1.28560993352615	1	4	3	1	1	1	1	1	2	8	6	1	-1	-1	3	3	2	2	1	20	1	2.625	2.2	3.33333333333333
311634	1.19327299636342	1	7	2	3	4	1	2	1	1	4	4	1	-1	-1	2	2	1	2	2	25	1	2.75	3.8	3
311635	.978710828146897	1	7	3	1	3	1	2	1	0	8	4	1	-1	-1	1	3	1	2	2	998	1	2.75	3.8	4.66666666666667
311636	.373449807791852	1	7	-1	1	1	3	2	1	1	8	3	1	-1	-1	1	3	2	1	1	998	5	1.75	2.8	2.5
311637	.884066181413515	2	6	-1	2	2	1	2	1	0	8	1	3	-1	-1	1	3	8	2	1	25	2	2.25	2.8	3.33333333333333
311638	1.56861085150554	2	1	-1	5	3	4	2	-1	0	3	8	4	-1	-1	1	2	2	1	8	30	-1	-1	-1	-1
311639	.422701001321264	1	6	2	5	3	4	2	-1	1	8	1	3	1	3	3	2	1	2	2	20	-1	2.75	2	3.5
311640	.93633186615146	2	2	4	1	1	1	1	-1	0	3	4	3	2	3	2	3	1	2	2	50	-1	3	3.2	3.83333333333333
311641	4.30521471694354	1	2	4	1	1	4	2	-1	0	1	5	3	1	4	3	2	2	2	2	20	-1	2.375	2.6	2.5
311642	.899235950882688	2	4	2	1	1	1	1	1	0	2	2	3	-1	-1	2	1	2	2	2	20	2	3.5	2.4	4.66666666666667
311643	.666120509722358	1	3	3	5	4	2	2	-1	0	3	2	2	2	3	1	3	2	2	8	25	-1	3	3	3
311644	.42386499227804	2	7	5	2	3	3	2	1	1	2	1	4	-1	-1	2	3	2	2	2	65	2	3.125	3	4.33333333333333
311645	.883501831526279	1	5	1	5	4	1	2	1	0	8	5	4	-1	-1	1	2	2	1	1	50	2	2.625	2.2	3.33333333333333
311646	.474252085972009	1	7	1	3	4	3	2	-1	1	8	1	5	2	3	8	1	1	2	2	7	-1	3.25	1.8	3.83333333333333
311647	1.13517827137085	2	7	-1	3	1	1	2	1	0	8	1	4	-1	-1	2	2	1	2	2	20	2	3.375	3	4
311648	.410318957127399	1	7	5	3	2	1	2	1	1	8	1	3	-1	-1	7	2	1	2	2	20	1	2.75	1.8	3.33333333333333
311649	1.021085216504	2	3	-1	1	2	1	1	1	0	3	2	3	-1	-1	2	3	2	2	1	12	2	3	2.4	3.5
311650	.844896059352974	2	2	3	2	1	1	1	1	0	2	4	1	-1	-1	1	3	2	1	1	5	1	1	1	1.33333333333333
311651	1.25451117062386	1	3	5	2	2	1	2	1	0	3	1	2	-1	-1	2	1	2	2	2	90	2	4.75	2.8	4.83333333333333
311652	1.47593991513236	1	2	4	1	2	1	1	1	0	2	2	3	-1	-1	3	2	2	1	1	10	2	3.125	2.6	3.16666666666667
311653	1.23606173163149	2	2	5	1	1	1	2	1	2	1	3	1	-1	-1	1	3	2	1	1	1	1	1.25	1.2	2.16666666666667
311654	.608081162837216	2	7	1	5	4	2	2	-1	0	8	8	5	2	4	1	2	2	2	1	30	-1	2.25	2	3
311655	1.20678068093855	1	4	-1	4	3	1	1	1	0	3	4	2	-1	-1	1	2	1	1	2	45	2	3.625	2.8	3.33333333333333
311656	1.11025985359221	2	4	2	1	3	1	1	1	0	2	1	4	-1	-1	2	2	1	2	2	80	3	3.375	4	3
311657	.650149797290892	2	4	5	1	1	4	2	1	0	3	3	2	-1	-1	2	3	2	2	1	15	2	2.75	3.2	3.16666666666667
311658	1.21540322532233	1	4	5	5	2	1	2	-1	0	2	4	2	1	3	2	3	2	2	1	60	-1	2.75	2	3.83333333333333
311659	1.46185323266614	2	5	-1	5	2	1	1	-1	0	8	3	2	1	3	1	3	2	1	1	10	-1	1.875	2.2	3
311660	.891963062449796	2	3	1	5	4	1	1	1	0	8	5	5	-1	-1	2	1	2	1	1	85	8	3.25	2.2	4.33333333333333
311661	1.21709646040181	1	4	1	5	4	4	2	3	1	8	4	2	-1	-1	1	3	2	1	1	80	1	1.75	1	4
311662	.951115472210772	1	6	4	1	2	1	2	1	0	4	1	2	-1	-1	2	2	1	2	1	25	2	3.375	2.8	4.66666666666667
311663	1.21821910319578	1	2	3	1	2	1	1	-1	0	7	1	2	2	3	2	3	1	2	2	5	-1	-1	-1	-1
311664	1.04284244671474	2	7	-1	1	1	1	2	-1	2	8	1	2	1	3	3	2	1	2	1	4	-1	2.375	3.4	3.33333333333333
311665	.7904533227666	1	7	2	5	4	1	2	1	0	8	2	4	-1	-1	2	3	1	2	1	40	2	2.75	1.8	3.5
311666	1.03441650697353	2	2	5	1	2	1	1	1	0	8	5	4	-1	-1	2	2	1	2	2	40	4	3.25	3.8	3.83333333333333
311667	1.65251535930509	1	4	5	3	3	1	2	-1	0	8	4	4	2	2	3	2	2	2	1	50	-1	3.125	4	3.16666666666667
311668	.561814979090839	2	5	-1	4	2	1	2	2	0	8	1	2	-1	-1	3	2	2	2	1	20	4	2.125	4	2.83333333333333
311669	.491275013347649	2	3	4	3	2	2	1	-1	0	3	5	4	2	9	3	2	2	2	1	60	-1	3	1.6	3.83333333333333
311670	1.10664816264811	1	1	3	5	2	1	2	6	0	3	5	3	-1	-1	2	2	2	1	1	75	3	3.125	2.6	3.83333333333333
311671	1.08923644511086	1	6	-1	5	4	1	2	1	0	8	5	5	-1	-1	1	3	2	1	1	30	2	2.375	2	3.83333333333333
311672	.816252227731045	2	7	-1	2	4	1	2	-1	1	2	1	2	2	3	8	3	2	1	1	998	-1	-1	-1	-1
311673	2.00489762918624	1	3	2	3	3	1	1	-1	0	2	2	4	2	1	2	1	2	2	1	1	-1	3.25	2	5
311674	2.32415859912535	1	4	3	2	4	1	2	-1	0	2	5	4	-1	-1	1	2	1	2	2	20	-1	-1	-1	-1
311675	1.80687219204835	1	1	4	1	1	4	2	1	0	2	2	4	-1	-1	2	3	2	2	1	25	2	3.375	3	2.33333333333333
311676	1.03022946468782	1	2	-1	1	1	4	2	-1	0	1	3	1	1	8	3	3	2	2	1	2	-1	-1	-1	-1
311677	.950657552123757	1	4	2	5	3	1	1	-1	0	8	3	2	2	3	2	3	2	2	1	33	-1	3.125	1.8	4.16666666666667
311678	1.08042081902215	1	3	4	1	1	1	1	1	0	8	1	2	-1	-1	1	2	1	2	1	5	1	1.875	2.6	2.83333333333333
311679	.749303804200897	1	7	-1	1	4	1	2	1	0	8	1	3	-1	-1	2	3	2	2	1	70	3	3.125	3	4.33333333333333
311680	1.17576622131587	2	2	1	4	1	1	1	-1	4	2	6	4	-1	-1	3	2	1	2	2	20	-1	-1	-1	-1
311681	.495070916846657	1	7	2	4	3	2	2	-1	0	8	5	4	2	3	3	2	2	2	1	20	-1	3.375	1.4	4.5
311682	.482176810576814	2	7	-1	-1	1	3	2	1	2	8	1	3	-1	-1	2	3	2	2	2	998	1	2.25	2.6	3.5
311683	.739736000023511	2	4	5	1	2	1	1	-1	0	8	2	1	-1	-1	1	3	2	1	1	50	-1	-1	-1	-1
311684	2.39597362106979	1	1	-1	-1	3	4	2	-1	0	2	2	2	1	8	3	2	2	2	1	998	-1	2.25	3	3.5
311685	.685822445753917	2	2	2	5	8	4	1	-1	0	5	8	5	-1	-1	1	3	8	2	8	70	-1	-1	-1	-1
311686	1.13082441489768	2	4	2	1	2	1	2	1	0	8	1	3	-1	-1	2	3	2	2	2	50	3	2.75	3.8	3.5
311687	1.13368788333221	2	7	-1	2	4	3	2	-1	0	8	2	5	-1	-1	3	4	2	2	2	998	-1	-1	-1	-1
311688	.89765767482087	2	7	-1	1	3	1	2	1	2	8	8	3	-1	-1	3	2	1	2	2	25	2	3.25	2.8	3.5
311689	.946346774379253	2	4	4	1	2	1	1	-1	0	8	1	1	1	3	1	3	2	1	2	50	-1	2.5	2.8	3.5
311690	1.40280558394545	2	6	-1	5	3	1	1	-1	0	2	2	3	2	3	3	2	2	1	1	50	-1	-1	-1	-1
311691	.550722237363593	1	7	-1	5	4	3	2	-1	2	8	2	2	1	3	1	3	1	1	1	25	-1	-1	-1	-1
311692	.448785635069927	1	6	5	4	2	2	2	-1	0	3	5	5	2	3	1	3	2	1	2	80	-1	2.5	1.4	3.16666666666667
311693	1.03160520273841	2	5	-1	3	3	1	1	-1	0	3	1	3	-1	-1	2	3	1	2	2	10	-1	-1	-1	-1
311694	.829104398681811	2	4	-1	2	2	1	2	1	0	1	1	1	-1	-1	3	2	2	2	2	20	2	2.625	2.4	4.33333333333333
311695	1.39551829473239	2	1	-1	5	2	4	2	-1	0	2	2	4	1	3	2	1	1	2	2	35	-1	3.25	3.4	2.5
311696	.994951199822477	2	4	-1	2	3	1	2	1	0	2	1	3	-1	-1	2	3	2	2	1	50	1	2.5	2.2	4.33333333333333
311697	.459389708263231	1	6	3	5	4	4	2	1	0	8	2	3	-1	-1	1	3	2	1	2	20	2	2.5	2.2	3.83333333333333
311698	1.11718879206097	2	2	1	2	1	1	1	-1	0	2	6	3	2	1	1	3	2	1	1	3	-1	2	1.8	2.16666666666667
311699	.837753766836381	2	7	1	2	4	1	2	1	1	8	1	1	-1	-1	2	1	2	2	2	90	2	3.625	1.6	5
311700	.637905858433029	2	2	-1	-1	2	4	2	-1	0	2	2	4	-1	-1	3	3	2	2	1	85	-1	-1	-1	-1
311701	.628990230360135	2	7	1	5	2	2	2	1	0	8	2	3	-1	-1	1	3	2	1	1	998	9	2.5	1.4	3.33333333333333
311702	.569317847364977	2	3	4	1	4	2	1	-1	0	3	1	2	1	3	2	3	2	2	2	25	-1	3.75	4	3.83333333333333
